fecha_puesta,fecha_recogida,periodo_monitoreo,tipo_trampa,marca_trampa,num_trampa,trampa_ID,ubicacion,orden,familia,especie,abundancia,especies_monitoreo,abundancia_monitoreo
1/20/2020,4/19/2020,ene-abr2020,Adhesiva.suelo,Gluee Louee,1,ene-abr2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Blattodea,Polyphagidae,Holocompsa nitidula,1,19,24
1/20/2020,4/19/2020,ene-abr2020,Adhesiva.suelo,Gluee Louee,1,ene-abr2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Isopoda,Porcellionidae,Porcellionides pruinosus,1,19,24
1/20/2020,4/19/2020,ene-abr2020,Adhesiva.suelo,Gluee Louee,1,ene-abr2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Blattodea,Blaberidae,Psycnoscelus surinamensis,1,19,24
1/20/2020,4/19/2020,ene-abr2020,Adhesiva.suelo,Gluee Louee,1,ene-abr2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Collembola,,Collembola incertae sedis,1,19,24
1/20/2020,4/19/2020,ene-abr2020,Adhesiva.suelo,Gluee Louee,2,ene-abr2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Coleoptera,Elateridae,Dipropus puberulus,1,19,24
1/20/2020,4/19/2020,ene-abr2020,Adhesiva.suelo,Gluee Louee,2,ene-abr2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Blattodea,Blattidae,Periplaneta americana,2,19,24
1/20/2020,4/19/2020,ene-abr2020,Adhesiva.suelo,Gluee Louee,2,ene-abr2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Isopoda,Porcellionidae,Porcellionides pruinosus,5,19,24
1/20/2020,4/19/2020,ene-abr2020,Adhesiva.suelo,Gluee Louee,2,ene-abr2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Blattodea,Blaberidae,Psycnoscelus surinamensis,1,19,24
1/20/2020,4/19/2020,ene-abr2020,Adhesiva.suelo,Gluee Louee,2,ene-abr2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Blattodea,,Blattodea incertae sedis,1,19,24
1/20/2020,4/19/2020,ene-abr2020,Adhesiva.suelo,Gluee Louee,3,ene-abr2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Diptera,Phoridae,Megaselia sp.,1,19,24
1/20/2020,4/19/2020,ene-abr2020,Adhesiva.suelo,Gluee Louee,3,ene-abr2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Solifugae,Ammotrechidae,Neocleobis solitarius,1,19,24
1/20/2020,4/19/2020,ene-abr2020,Adhesiva.suelo,Gluee Louee,3,ene-abr2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Araneae,Pholcidae,Physocyclus globosus,1,19,24
1/20/2020,4/19/2020,ene-abr2020,Adhesiva.suelo,Gluee Louee,4,ene-abr2020.Adhesiva.suelo.Zona.central4,Zona.central,Collembola,,Collembola incertae sedis,1,19,24
1/20/2020,4/19/2020,ene-abr2020,Adhesiva.suelo,Gluee Louee,5,ene-abr2020.Adhesiva.suelo.Zona.central5,Zona.central,Araneae,Oonopidae,Gamasomorpha sp.,1,19,24
1/20/2020,4/19/2020,ene-abr2020,Adhesiva.suelo,Gluee Louee,5,ene-abr2020.Adhesiva.suelo.Zona.central5,Zona.central,Araneae,Pholcidae,Physocyclus globosus,1,19,24
1/20/2020,4/19/2020,ene-abr2020,Adhesiva.suelo,Gluee Louee,5,ene-abr2020.Adhesiva.suelo.Zona.central5,Zona.central,Collembola,,Collembola incertae sedis,1,19,24
1/20/2020,4/19/2020,ene-abr2020,Adhesiva.suelo,Gluee Louee,7,ene-abr2020.Adhesiva.suelo.Zona.entrada7,Zona.entrada,Diptera,Phoridae,Megaselia sp.,1,19,24
1/20/2020,4/19/2020,ene-abr2020,Adhesiva.suelo,Gluee Louee,8,ene-abr2020.Adhesiva.suelo.Zona.entrada8,Zona.entrada,Diptera,Phoridae,Megaselia sp.,1,19,24
4/19/2020,7/22/2020,abr-jul2020,Adhesiva.suelo,Gluee Louee,1,abr-jul2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Orthoptera,Gryllidae,Cycloptilum sp.,2,23,33
4/19/2020,7/22/2020,abr-jul2020,Adhesiva.suelo,Gluee Louee,1,abr-jul2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Diptera,Phoridae,Megaselia scalaris,1,23,33
4/19/2020,7/22/2020,abr-jul2020,Adhesiva.suelo,Gluee Louee,1,abr-jul2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Blattodea,,Blattodea incertae sedis,1,23,33
4/19/2020,7/22/2020,abr-jul2020,Adhesiva.suelo,Gluee Louee,2,abr-jul2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Orthoptera,Gryllidae,Cycloptilum erraticum,1,23,33
4/19/2020,7/22/2020,abr-jul2020,Adhesiva.suelo,Gluee Louee,2,abr-jul2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Araneae,Oonopidae,Gamasomorpha sp.,2,23,33
4/19/2020,7/22/2020,abr-jul2020,Adhesiva.suelo,Gluee Louee,2,abr-jul2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Diptera,Phoridae,Megaselia scalaris,1,23,33
4/19/2020,7/22/2020,abr-jul2020,Adhesiva.suelo,Gluee Louee,2,abr-jul2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Solifugae,Ammotrechidae,Neocleobis solitarius,1,23,33
4/19/2020,7/22/2020,abr-jul2020,Adhesiva.suelo,Gluee Louee,2,abr-jul2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Blattodea,,Blattodea incertae sedis,1,23,33
4/19/2020,7/22/2020,abr-jul2020,Adhesiva.suelo,Gluee Louee,3,abr-jul2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Diptera,Psychodinae,Clogmia sp. ,1,23,33
4/19/2020,7/22/2020,abr-jul2020,Adhesiva.suelo,Gluee Louee,3,abr-jul2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Diptera,Phoridae,Megaselia sp.,1,23,33
4/19/2020,7/22/2020,abr-jul2020,Adhesiva.suelo,Gluee Louee,3,abr-jul2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Hymenoptera,Formicidae,Monomorium floricola,3,23,33
4/19/2020,7/22/2020,abr-jul2020,Adhesiva.suelo,Gluee Louee,0,abr-jul2020.Adhesiva.suelo.Zona.bodega0,Zona.bodega,Blattodea,Blattidae,Periplaneta americana,1,23,33
4/19/2020,7/22/2020,abr-jul2020,Adhesiva.suelo,Gluee Louee,0,abr-jul2020.Adhesiva.suelo.Zona.bodega0,Zona.bodega,Araneae,Pholcidae,Physocyclus globosus,1,23,33
4/19/2020,7/22/2020,abr-jul2020,Adhesiva.suelo,Gluee Louee,4,abr-jul2020.Adhesiva.suelo.Zona.central4,Zona.central,Araneae,Oonopidae,Gamasomorpha sp.,1,23,33
4/19/2020,7/22/2020,abr-jul2020,Adhesiva.suelo,Gluee Louee,4,abr-jul2020.Adhesiva.suelo.Zona.central4,Zona.central,Hymenoptera,Formicidae,Monomorium floricola,5,23,33
4/19/2020,7/22/2020,abr-jul2020,Adhesiva.suelo,Gluee Louee,4,abr-jul2020.Adhesiva.suelo.Zona.central4,Zona.central,Araneae,Pholcidae,Physocyclus globosus,1,23,33
4/19/2020,7/22/2020,abr-jul2020,Adhesiva.suelo,Gluee Louee,5,abr-jul2020.Adhesiva.suelo.Zona.central5,Zona.central,Orthoptera,Gryllidae,Cycloptilum sp.,1,23,33
4/19/2020,7/22/2020,abr-jul2020,Adhesiva.suelo,Gluee Louee,5,abr-jul2020.Adhesiva.suelo.Zona.central5,Zona.central,Psocoptera,Liposcelididae,Liposcelididae incertae sedis,2,23,33
4/19/2020,7/22/2020,abr-jul2020,Adhesiva.suelo,Gluee Louee,5,abr-jul2020.Adhesiva.suelo.Zona.central5,Zona.central,Hymenoptera,Formicidae,Monomorium floricola,1,23,33
4/19/2020,7/22/2020,abr-jul2020,Adhesiva.suelo,Gluee Louee,6,abr-jul2020.Adhesiva.suelo.Zona.entrada6,Zona.entrada,Hymenoptera,Formicidae,Monomorium floricola,1,23,33
4/19/2020,7/22/2020,abr-jul2020,Adhesiva.suelo,Gluee Louee,7,abr-jul2020.Adhesiva.suelo.Zona.entrada7,Zona.entrada,Hymenoptera,Formicidae,Monomorium floricola,1,23,33
4/19/2020,7/22/2020,abr-jul2020,Adhesiva.suelo,Gluee Louee,7,abr-jul2020.Adhesiva.suelo.Zona.entrada7,Zona.entrada,Isopoda,Porcellionidae,Porcellionides pruinosus,1,23,33
4/19/2020,7/22/2020,abr-jul2020,Adhesiva.suelo,Gluee Louee,8,abr-jul2020.Adhesiva.suelo.Zona.entrada8,Zona.entrada,Psocoptera,Liposcelididae,Liposcelididae incertae sedis,2,23,33
7/22/2020,10/22/2020,jul-oct2020,Adhesiva.suelo,Gluee Louee,1,jul-oct2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Hymenoptera,Formicidae,Monomorium floricola,1,14,14
7/22/2020,10/22/2020,jul-oct2020,Adhesiva.suelo,Gluee Louee,2,jul-oct2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Diptera,Psychodinae,Clogmia sp. ,1,14,14
7/22/2020,10/22/2020,jul-oct2020,Adhesiva.suelo,Gluee Louee,2,jul-oct2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Psocoptera,Liposcelididae,Liposcelididae incertae sedis,1,14,14
7/22/2020,10/22/2020,jul-oct2020,Adhesiva.suelo,Gluee Louee,2,jul-oct2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Araneae,Pholcidae,Physocyclus globosus,1,14,14
7/22/2020,10/22/2020,jul-oct2020,Adhesiva.suelo,Gluee Louee,2,jul-oct2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Blattodea,,Blattodea incertae sedis,1,14,14
7/22/2020,10/22/2020,jul-oct2020,Adhesiva.suelo,Gluee Louee,3,jul-oct2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Araneae,Pholcidae,Physocyclus globosus,1,14,14
7/22/2020,10/22/2020,jul-oct2020,Adhesiva.suelo,Gluee Louee,3,jul-oct2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Isopoda,Porcellionidae,Porcellionides pruinosus,1,14,14
7/22/2020,10/22/2020,jul-oct2020,Adhesiva.suelo,Gluee Louee,3,jul-oct2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Diptera,Sarcophagidae,Sarcophagidae incertae sedis,1,14,14
7/22/2020,10/22/2020,jul-oct2020,Adhesiva.suelo,Gluee Louee,0,jul-oct2020.Adhesiva.suelo.Zona.bodega0,Zona.bodega,Blattodea,,Blattodea incertae sedis,1,14,14
7/22/2020,10/22/2020,jul-oct2020,Adhesiva.suelo,Gluee Louee,0,jul-oct2020.Adhesiva.suelo.Zona.bodega0,Zona.bodega,Blattodea,Blattellidae,Symploce pallens,1,14,14
7/22/2020,10/22/2020,jul-oct2020,Adhesiva.suelo,Gluee Louee,6,jul-oct2020.Adhesiva.suelo.Zona.entrada6,Zona.entrada,Psocoptera,Liposcelididae,Liposcelididae incertae sedis,1,14,14
7/22/2020,10/22/2020,jul-oct2020,Adhesiva.suelo,Gluee Louee,6,jul-oct2020.Adhesiva.suelo.Zona.entrada6,Zona.entrada,Araneae,Pholcidae,Physocyclus globosus,1,14,14
7/22/2020,10/22/2020,jul-oct2020,Adhesiva.suelo,Gluee Louee,7,jul-oct2020.Adhesiva.suelo.Zona.entrada7,Zona.entrada,Hymenoptera,Formicidae,Camponotus conspicuus zonatus,1,14,14
7/22/2020,10/22/2020,jul-oct2020,Adhesiva.suelo,Gluee Louee,8,jul-oct2020.Adhesiva.suelo.Zona.entrada8,Zona.entrada,Collembola,,Collembola incertae sedis,1,14,14
