fecha_puesta,fecha_recogida,dias_monitoreo,periodo_monitoreo,monitoreo,tipo_trampa,marca_trampa,num_trampa_monitoreo,trampa_ID_unico,trampa_ID,ubicacion,orden,familia,especie,abundancia_trampa,especies_monitoreo,num_especies_monitoreo,abundancia_monitoreo,temp_mean,temp_sd,temp_se,hum_mean,hum_sd,hum_se
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,3,23,feb2019-ene2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Blattodea,Polyphagidae,Holocompsa nitidula,1,32,20,418,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,3,23,feb2019-ene2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Blattodea,Blattidae,Periplaneta australiasea,2,32,20,418,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,3,23,feb2019-ene2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Isopoda,Porcellionidae,Porcellionides pruinosus,75,32,20,418,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,3,23,feb2019-ene2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Blattodea,Blaberidae,Psycnoscelus surinamensis,2,32,20,418,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,3,23,feb2019-ene2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Hymenoptera,Formicidae,Tapinoma melanocephalum,1,32,20,418,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,4,24,feb2019-ene2020.Adhesiva.suelo.Zona.central4,Zona.central,Araneae,Pholcidae,Physocyclus globosus,1,32,20,418,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,4,24,feb2019-ene2020.Adhesiva.suelo.Zona.central4,Zona.central,Psocoptera,NA,Psocoptera incertae sedis,1,32,20,418,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,5,25,feb2019-ene2020.Adhesiva.suelo.Zona.central5,Zona.central,Diptera,Phoridae,Dohrniphora cornuta,1,32,20,418,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,5,25,feb2019-ene2020.Adhesiva.suelo.Zona.central5,Zona.central,Psocoptera,Lachesillidae,Lachesilla sp.,63,32,20,418,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,5,25,feb2019-ene2020.Adhesiva.suelo.Zona.central5,Zona.central,Isopoda,Porcellionidae,Porcellionides pruinosus,3,32,20,418,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,6,26,feb2019-ene2020.Adhesiva.suelo.Zona.entrada6,Zona.entrada,Araneae,Oonopidae,Gamasomorpha sp.,2,32,20,418,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,6,26,feb2019-ene2020.Adhesiva.suelo.Zona.entrada6,Zona.entrada,Psocoptera,Liposcelididae,Liposcelididae incertae sedis,8,32,20,418,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,6,26,feb2019-ene2020.Adhesiva.suelo.Zona.entrada6,Zona.entrada,Hymenoptera,Formicidae,Monomorium floricola,1,32,20,418,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,6,26,feb2019-ene2020.Adhesiva.suelo.Zona.entrada6,Zona.entrada,Isopoda,Porcellionidae,Porcellionides pruinosus,6,32,20,418,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,7,27,feb2019-ene2020.Adhesiva.suelo.Zona.entrada7,Zona.entrada,Diptera,Phoridae,Megaselia sp.,1,32,20,418,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,7,27,feb2019-ene2020.Adhesiva.suelo.Zona.entrada7,Zona.entrada,Isopoda,Porcellionidae,Porcellionides pruinosus,4,32,20,418,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,8,28,feb2019-ene2020.Adhesiva.suelo.Zona.entrada8,Zona.entrada,Psocoptera,Liposcelididae,Liposcelididae incertae sedis,8,32,20,418,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,8,28,feb2019-ene2020.Adhesiva.suelo.Zona.entrada8,Zona.entrada,Isopoda,Porcellionidae,Porcellionides pruinosus,2,32,20,418,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.suelo,Gluee Louee,8,28,feb2019-ene2020.Adhesiva.suelo.Zona.entrada8,Zona.entrada,Diptera,Sciaridae,Sciara sp.,1,32,20,418,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.mueble,Amarillas voladores,5,29,feb2019-ene2020.Adhesiva.mueble.Zona.ampliacion5,Zona.ampliacion,Coleoptera,Tenebrionidae,Blapstinus sp.,2,12,20,48,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.mueble,Amarillas voladores,5,29,feb2019-ene2020.Adhesiva.mueble.Zona.ampliacion5,Zona.ampliacion,Hymenoptera,Formicidae,Camponotus conspicuus zonatus,32,12,20,48,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.mueble,Amarillas voladores,5,29,feb2019-ene2020.Adhesiva.mueble.Zona.ampliacion5,Zona.ampliacion,Orthoptera,Gryllidae,Cycloptilum erraticum,1,12,20,48,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.mueble,Amarillas voladores,5,29,feb2019-ene2020.Adhesiva.mueble.Zona.ampliacion5,Zona.ampliacion,Blattodea,Polyphagidae,Holocompsa nitidula,1,12,20,48,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.mueble,Amarillas voladores,5,29,feb2019-ene2020.Adhesiva.mueble.Zona.ampliacion5,Zona.ampliacion,Psocoptera,Liposcelididae,Liposcelididae incertae sedis,1,12,20,48,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.mueble,Amarillas voladores,5,29,feb2019-ene2020.Adhesiva.mueble.Zona.ampliacion5,Zona.ampliacion,Scolopendromorpha,Scolopendridae,Scolopendra galapagoensis,1,12,20,48,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.mueble,Amarillas voladores,1,30,feb2019-ene2020.Adhesiva.mueble.Zona.central1,Zona.central,Araneae,Pholcidae,Physocyclus globosus,1,12,20,48,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.mueble,Amarillas voladores,1,30,feb2019-ene2020.Adhesiva.mueble.Zona.central1,Zona.central,Hymenoptera,Formicidae,Tapinoma melanocephalum,5,12,20,48,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.mueble,Amarillas voladores,3,31,feb2019-ene2020.Adhesiva.mueble.Zona.central3,Zona.central,Blattodea,Blaberidae,Psycnoscelus surinamensis,1,12,20,48,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.mueble,Amarillas voladores,4,32,feb2019-ene2020.Adhesiva.mueble.Zona.central4,Zona.central,Araneae,Oonopidae,Gamasomorpha sp.,1,12,20,48,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.mueble,Amarillas voladores,4,32,feb2019-ene2020.Adhesiva.mueble.Zona.central4,Zona.central,Araneae,Pholcidae,Physocyclus globosus,1,12,20,48,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
2/11/2019,1/20/2020,343,feb2019-ene2020,5,Adhesiva.mueble,Amarillas voladores,4,32,feb2019-ene2020.Adhesiva.mueble.Zona.central4,Zona.central,Blattodea,Blaberidae,Psycnoscelus surinamensis,1,12,20,48,21.79051383,1.281580797,0.080572294,37.92094862,6.372192495,0.40061631
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,1,35,ene-abr2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Coleoptera,Carabidae,Calosoma granatense,1,19,12,24,23.25531915,0.943353986,0.137602321,30.80851064,3.517893996,0.513137578
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,1,35,ene-abr2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Collembola,NA,Collembola incertae sedis,1,19,12,24,23.25531915,0.943353986,0.137602321,30.80851064,3.517893996,0.513137578
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,1,35,ene-abr2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Blattodea,Polyphagidae,Holocompsa nitidula,1,19,12,24,23.25531915,0.943353986,0.137602321,30.80851064,3.517893996,0.513137578
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,1,35,ene-abr2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Isopoda,Porcellionidae,Porcellionides pruinosus,1,19,12,24,23.25531915,0.943353986,0.137602321,30.80851064,3.517893996,0.513137578
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,1,35,ene-abr2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Blattodea,Blaberidae,Psycnoscelus surinamensis,1,19,12,24,23.25531915,0.943353986,0.137602321,30.80851064,3.517893996,0.513137578
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,2,36,ene-abr2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Blattodea,NA,Blattodea incertae sedis,1,19,12,24,23.25531915,0.943353986,0.137602321,30.80851064,3.517893996,0.513137578
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,2,36,ene-abr2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Coleoptera,Elateridae,Dipropus puberulus,1,19,12,24,23.25531915,0.943353986,0.137602321,30.80851064,3.517893996,0.513137578
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,2,36,ene-abr2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Blattodea,Blattidae,Periplaneta americana,2,19,12,24,23.25531915,0.943353986,0.137602321,30.80851064,3.517893996,0.513137578
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,2,36,ene-abr2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Isopoda,Porcellionidae,Porcellionides pruinosus,5,19,12,24,23.25531915,0.943353986,0.137602321,30.80851064,3.517893996,0.513137578
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,2,36,ene-abr2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Blattodea,Blaberidae,Psycnoscelus surinamensis,1,19,12,24,23.25531915,0.943353986,0.137602321,30.80851064,3.517893996,0.513137578
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,3,37,ene-abr2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Diptera,Phoridae,Megaselia sp.,1,19,12,24,23.25531915,0.943353986,0.137602321,30.80851064,3.517893996,0.513137578
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,3,37,ene-abr2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Solifugae,Ammotrechidae,Neocleobis solitarius,1,19,12,24,23.25531915,0.943353986,0.137602321,30.80851064,3.517893996,0.513137578
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,3,37,ene-abr2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Araneae,Pholcidae,Physocyclus globosus,1,19,12,24,23.25531915,0.943353986,0.137602321,30.80851064,3.517893996,0.513137578
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,4,38,ene-abr2020.Adhesiva.suelo.Zona.central4,Zona.central,Collembola,NA,Collembola incertae sedis,1,19,12,24,23.25531915,0.943353986,0.137602321,30.80851064,3.517893996,0.513137578
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,5,39,ene-abr2020.Adhesiva.suelo.Zona.central5,Zona.central,Collembola,NA,Collembola incertae sedis,1,19,12,24,23.25531915,0.943353986,0.137602321,30.80851064,3.517893996,0.513137578
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,5,39,ene-abr2020.Adhesiva.suelo.Zona.central5,Zona.central,Araneae,Oonopidae,Gamasomorpha sp.,1,19,12,24,23.25531915,0.943353986,0.137602321,30.80851064,3.517893996,0.513137578
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,5,39,ene-abr2020.Adhesiva.suelo.Zona.central5,Zona.central,Araneae,Pholcidae,Physocyclus globosus,1,19,12,24,23.25531915,0.943353986,0.137602321,30.80851064,3.517893996,0.513137578
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,7,40,ene-abr2020.Adhesiva.suelo.Zona.entrada7,Zona.entrada,Diptera,Phoridae,Megaselia sp.,1,19,12,24,23.25531915,0.943353986,0.137602321,30.80851064,3.517893996,0.513137578
1/20/2020,4/19/2020,90,ene-abr2020,6,Adhesiva.suelo,Gluee Louee,8,41,ene-abr2020.Adhesiva.suelo.Zona.entrada8,Zona.entrada,Diptera,Phoridae,Megaselia sp.,1,19,12,24,23.25531915,0.943353986,0.137602321,30.80851064,3.517893996,0.513137578
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,1,42,abr-jul2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Blattodea,NA,Blattodea incertae sedis,1,23,13,33,23.75,0.5,0.25,32,2.943920289,1.471960144
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,1,42,abr-jul2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Orthoptera,Gryllidae,Cycloptilum sp.,2,23,13,33,23.75,0.5,0.25,32,2.943920289,1.471960144
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,1,42,abr-jul2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Diptera,Phoridae,Megaselia scalaris,1,23,13,33,23.75,0.5,0.25,32,2.943920289,1.471960144
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,2,43,abr-jul2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Blattodea,NA,Blattodea incertae sedis,1,23,13,33,23.75,0.5,0.25,32,2.943920289,1.471960144
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,2,43,abr-jul2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Orthoptera,Gryllidae,Cycloptilum erraticum,1,23,13,33,23.75,0.5,0.25,32,2.943920289,1.471960144
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,2,43,abr-jul2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Araneae,Oonopidae,Gamasomorpha sp.,2,23,13,33,23.75,0.5,0.25,32,2.943920289,1.471960144
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,2,43,abr-jul2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Diptera,Phoridae,Megaselia scalaris,1,23,13,33,23.75,0.5,0.25,32,2.943920289,1.471960144
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,2,43,abr-jul2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Solifugae,Ammotrechidae,Neocleobis solitarius,1,23,13,33,23.75,0.5,0.25,32,2.943920289,1.471960144
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,3,44,abr-jul2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Diptera,Psychodinae,Clogmia sp.,1,23,13,33,23.75,0.5,0.25,32,2.943920289,1.471960144
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,3,44,abr-jul2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Diptera,Phoridae,Megaselia sp.,1,23,13,33,23.75,0.5,0.25,32,2.943920289,1.471960144
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,3,44,abr-jul2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Hymenoptera,Formicidae,Monomorium floricola,3,23,13,33,23.75,0.5,0.25,32,2.943920289,1.471960144
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,0,45,abr-jul2020.Adhesiva.suelo.Zona.bodega0,Zona.bodega,Blattodea,Blattidae,Periplaneta americana,1,23,13,33,23.75,0.5,0.25,32,2.943920289,1.471960144
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,0,45,abr-jul2020.Adhesiva.suelo.Zona.bodega0,Zona.bodega,Araneae,Pholcidae,Physocyclus globosus,1,23,13,33,23.75,0.5,0.25,32,2.943920289,1.471960144
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,4,46,abr-jul2020.Adhesiva.suelo.Zona.central4,Zona.central,Araneae,Oonopidae,Gamasomorpha sp.,1,23,13,33,23.75,0.5,0.25,32,2.943920289,1.471960144
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,4,46,abr-jul2020.Adhesiva.suelo.Zona.central4,Zona.central,Hymenoptera,Formicidae,Monomorium floricola,5,23,13,33,23.75,0.5,0.25,32,2.943920289,1.471960144
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,4,46,abr-jul2020.Adhesiva.suelo.Zona.central4,Zona.central,Araneae,Pholcidae,Physocyclus globosus,1,23,13,33,23.75,0.5,0.25,32,2.943920289,1.471960144
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,5,47,abr-jul2020.Adhesiva.suelo.Zona.central5,Zona.central,Orthoptera,Gryllidae,Cycloptilum sp.,1,23,13,33,23.75,0.5,0.25,32,2.943920289,1.471960144
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,5,47,abr-jul2020.Adhesiva.suelo.Zona.central5,Zona.central,Psocoptera,Liposcelididae,Liposcelididae incertae sedis,2,23,13,33,23.75,0.5,0.25,32,2.943920289,1.471960144
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,5,47,abr-jul2020.Adhesiva.suelo.Zona.central5,Zona.central,Hymenoptera,Formicidae,Monomorium floricola,1,23,13,33,23.75,0.5,0.25,32,2.943920289,1.471960144
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,6,48,abr-jul2020.Adhesiva.suelo.Zona.entrada6,Zona.entrada,Hymenoptera,Formicidae,Monomorium floricola,1,23,13,33,23.75,0.5,0.25,32,2.943920289,1.471960144
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,7,49,abr-jul2020.Adhesiva.suelo.Zona.entrada7,Zona.entrada,Hymenoptera,Formicidae,Monomorium floricola,1,23,13,33,23.75,0.5,0.25,32,2.943920289,1.471960144
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,7,49,abr-jul2020.Adhesiva.suelo.Zona.entrada7,Zona.entrada,Isopoda,Porcellionidae,Porcellionides pruinosus,1,23,13,33,23.75,0.5,0.25,32,2.943920289,1.471960144
4/19/2020,7/22/2020,94,abr-jul2020,7,Adhesiva.suelo,Gluee Louee,8,50,abr-jul2020.Adhesiva.suelo.Zona.entrada8,Zona.entrada,Psocoptera,Liposcelididae,Liposcelididae incertae sedis,2,23,13,33,23.75,0.5,0.25,32,2.943920289,1.471960144
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,1,51,jul-oct2020.Adhesiva.suelo.Zona.ampliacion1,Zona.ampliacion,Hymenoptera,Formicidae,Monomorium floricola,1,14,10,14,20.4,0.547722558,0.244948974,35,3.16227766,1.414213562
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,2,52,jul-oct2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Blattodea,NA,Blattodea incertae sedis,1,14,10,14,20.4,0.547722558,0.244948974,35,3.16227766,1.414213562
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,2,52,jul-oct2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Diptera,Psychodinae,Clogmia sp.,1,14,10,14,20.4,0.547722558,0.244948974,35,3.16227766,1.414213562
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,2,52,jul-oct2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Psocoptera,Liposcelididae,Liposcelididae incertae sedis,1,14,10,14,20.4,0.547722558,0.244948974,35,3.16227766,1.414213562
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,2,52,jul-oct2020.Adhesiva.suelo.Zona.ampliacion2,Zona.ampliacion,Araneae,Pholcidae,Physocyclus globosus,1,14,10,14,20.4,0.547722558,0.244948974,35,3.16227766,1.414213562
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,3,53,jul-oct2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Araneae,Pholcidae,Physocyclus globosus,1,14,10,14,20.4,0.547722558,0.244948974,35,3.16227766,1.414213562
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,3,53,jul-oct2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Isopoda,Porcellionidae,Porcellionides pruinosus,1,14,10,14,20.4,0.547722558,0.244948974,35,3.16227766,1.414213562
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,3,53,jul-oct2020.Adhesiva.suelo.Zona.ampliacion3,Zona.ampliacion,Diptera,Sarcophagidae,Sarcophagidae incertae sedis,1,14,10,14,20.4,0.547722558,0.244948974,35,3.16227766,1.414213562
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,0,54,jul-oct2020.Adhesiva.suelo.Zona.bodega0,Zona.bodega,Blattodea,NA,Blattodea incertae sedis,1,14,10,14,20.4,0.547722558,0.244948974,35,3.16227766,1.414213562
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,0,54,jul-oct2020.Adhesiva.suelo.Zona.bodega0,Zona.bodega,Blattodea,Blattellidae,Symploce pallens,1,14,10,14,20.4,0.547722558,0.244948974,35,3.16227766,1.414213562
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,6,55,jul-oct2020.Adhesiva.suelo.Zona.entrada6,Zona.entrada,Psocoptera,Liposcelididae,Liposcelididae incertae sedis,1,14,10,14,20.4,0.547722558,0.244948974,35,3.16227766,1.414213562
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,6,55,jul-oct2020.Adhesiva.suelo.Zona.entrada6,Zona.entrada,Araneae,Pholcidae,Physocyclus globosus,1,14,10,14,20.4,0.547722558,0.244948974,35,3.16227766,1.414213562
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,7,56,jul-oct2020.Adhesiva.suelo.Zona.entrada7,Zona.entrada,Hymenoptera,Formicidae,Camponotus conspicuus zonatus,1,14,10,14,20.4,0.547722558,0.244948974,35,3.16227766,1.414213562
7/22/2020,10/22/2020,92,jul-oct2020,8,Adhesiva.suelo,Gluee Louee,8,57,jul-oct2020.Adhesiva.suelo.Zona.entrada8,Zona.entrada,Collembola,NA,Collembola incertae sedis,1,14,10,14,20.4,0.547722558,0.244948974,35,3.16227766,1.414213562
